Player,Home,Away,Date,Team,Type,Minute
Jack Rodwell,Hull City,Sunderland,2015-03-03,Sunderland,Goal,77
Jack Rodwell,Hull City,Sunderland,2015-03-03,Sunderland,Yellow_Card,36
Danny Graham,Hull City,Sunderland,2015-03-03,Sunderland,Substitution_Off,74
Patrick van Aanholt,Hull City,Sunderland,2015-03-03,Sunderland,Substitution_On,73
Connor Wickham,Hull City,Sunderland,2015-03-03,Sunderland,Substitution_On,74
Ricky Álvarez,Hull City,Sunderland,2015-03-03,Sunderland,Yellow_Card,87
Ricky Álvarez,Hull City,Sunderland,2015-03-03,Sunderland,Substitution_On,62
Eljero Elia,Southampton,Crystal Palace,2015-03-03,Southampton,Substitution_Off,60
Filip Djuricic,Southampton,Crystal Palace,2015-03-03,Southampton,Substitution_Off,78
Sadio Mané,Southampton,Crystal Palace,2015-03-03,Southampton,Goal,83
Graziano Pellè,Southampton,Crystal Palace,2015-03-03,Southampton,Substitution_Off,70
Shane Long,Southampton,Crystal Palace,2015-03-03,Southampton,Substitution_On,70
Dusan Tadic,Southampton,Crystal Palace,2015-03-03,Southampton,Substitution_On,60
James Ward-Prowse,Southampton,Crystal Palace,2015-03-03,Southampton,Substitution_On,78
Damien Delaney,Southampton,Crystal Palace,2015-03-03,Crystal Palace,Yellow_Card,90
James McArthur,Southampton,Crystal Palace,2015-03-03,Crystal Palace,Substitution_Off,84
James McArthur,Southampton,Crystal Palace,2015-03-03,Crystal Palace,Yellow_Card,30
Shola Ameobi,Southampton,Crystal Palace,2015-03-03,Crystal Palace,Substitution_On,84
Lazar Markovic,Liverpool,Manchester City,2015-03-01,Liverpool,Substitution_Off,76
Jordan Henderson,Liverpool,Manchester City,2015-03-01,Liverpool,Goal,11
Alberto Moreno,Liverpool,Manchester City,2015-03-01,Liverpool,Substitution_Off,83
Adam Lallana,Liverpool,Manchester City,2015-03-01,Liverpool,Yellow_Card,84
Philippe Coutinho,Liverpool,Manchester City,2015-03-01,Liverpool,Goal,75
Kolo Touré,Liverpool,Manchester City,2015-03-01,Liverpool,Substitution_On,83
Daniel Sturridge,Liverpool,Manchester City,2015-03-01,Liverpool,Substitution_On,76
Samir Nasri,Liverpool,Manchester City,2015-03-01,Manchester City,Substitution_Off,83
Samir Nasri,Liverpool,Manchester City,2015-03-01,Manchester City,Yellow_Card,57
Fernandinho,Liverpool,Manchester City,2015-03-01,Manchester City,Substitution_Off,78
Edin Dzeko,Liverpool,Manchester City,2015-03-01,Manchester City,Goal,25
Edin Dzeko,Liverpool,Manchester City,2015-03-01,Manchester City,Substitution_Off,58
James Milner,Liverpool,Manchester City,2015-03-01,Manchester City,Yellow_Card,82
James Milner,Liverpool,Manchester City,2015-03-01,Manchester City,Substitution_On,58
Wilfried Bony,Liverpool,Manchester City,2015-03-01,Manchester City,Yellow_Card,86
Wilfried Bony,Liverpool,Manchester City,2015-03-01,Manchester City,Substitution_On,78
Frank Lampard,Liverpool,Manchester City,2015-03-01,Manchester City,Substitution_On,83
Laurent Koscielny,Arsenal,Everton,2015-03-01,Arsenal,Yellow_Card,78
Francis Coquelin,Arsenal,Everton,2015-03-01,Arsenal,Substitution_Off,89
Alex Oxlade-Chamberlain,Arsenal,Everton,2015-03-01,Arsenal,Substitution_Off,82
Alexis Sánchez,Arsenal,Everton,2015-03-01,Arsenal,Substitution_Off,87
Olivier Giroud,Arsenal,Everton,2015-03-01,Arsenal,Goal,39
Olivier Giroud,Arsenal,Everton,2015-03-01,Arsenal,Yellow_Card,46
Tomas Rosicky,Arsenal,Everton,2015-03-01,Arsenal,Goal,89
Tomas Rosicky,Arsenal,Everton,2015-03-01,Arsenal,Substitution_On,82
Calum Chambers,Arsenal,Everton,2015-03-01,Arsenal,Substitution_On,89
Danny Welbeck,Arsenal,Everton,2015-03-01,Arsenal,Substitution_On,87
Gareth Barry,Arsenal,Everton,2015-03-01,Everton,Substitution_Off,84
Muhamed Besic,Arsenal,Everton,2015-03-01,Everton,Substitution_Off,77
Kevin Mirallas,Arsenal,Everton,2015-03-01,Everton,Substitution_Off,62
Darron Gibson,Arsenal,Everton,2015-03-01,Everton,Substitution_On,84
Steven Naismith,Arsenal,Everton,2015-03-01,Everton,Substitution_On,77
Aaron Lennon,Arsenal,Everton,2015-03-01,Everton,Substitution_On,62
James Tomkins,West Ham United,Crystal Palace,2015-02-28,West Ham United,Yellow_Card,59
Alex Song,West Ham United,Crystal Palace,2015-02-28,West Ham United,Substitution_Off,61
Enner Valencia,West Ham United,Crystal Palace,2015-02-28,West Ham United,Goal,76
Enner Valencia,West Ham United,Crystal Palace,2015-02-28,West Ham United,Yellow_Card,65
Nene,West Ham United,Crystal Palace,2015-02-28,West Ham United,Substitution_On,61
Joel Ward,West Ham United,Crystal Palace,2015-02-28,Crystal Palace,Yellow_Card,53
Scott Dann,West Ham United,Crystal Palace,2015-02-28,Crystal Palace,Goal,51
Damien Delaney,West Ham United,Crystal Palace,2015-02-28,Crystal Palace,Yellow_Card,84
Wilfried Zaha,West Ham United,Crystal Palace,2015-02-28,Crystal Palace,Substitution_Off,72
Jordon Mutch,West Ham United,Crystal Palace,2015-02-28,Crystal Palace,Substitution_Off,33
Yannick Bolasie,West Ham United,Crystal Palace,2015-02-28,Crystal Palace,Substitution_Off,83
Glenn Murray,West Ham United,Crystal Palace,2015-02-28,Crystal Palace,Goal,41
Glenn Murray,West Ham United,Crystal Palace,2015-02-28,Crystal Palace,Goal,63
Glenn Murray,West Ham United,Crystal Palace,2015-02-28,Crystal Palace,Yellow_Card,23
Glenn Murray,West Ham United,Crystal Palace,2015-02-28,Crystal Palace,Red_Card,69
James McArthur,West Ham United,Crystal Palace,2015-02-28,Crystal Palace,Substitution_On,33
Shola Ameobi,West Ham United,Crystal Palace,2015-02-28,Crystal Palace,Substitution_On,72
Joe Ledley,West Ham United,Crystal Palace,2015-02-28,Crystal Palace,Substitution_On,83
Tom Heaton,Burnley,Swansea City,2015-02-28,Burnley,Own_Goal,64
Michael Kightly,Burnley,Swansea City,2015-02-28,Burnley,Substitution_Off,75
Ashley Barnes,Burnley,Swansea City,2015-02-28,Burnley,Substitution_Off,90
Sam Vokes,Burnley,Swansea City,2015-02-28,Burnley,Substitution_On,75
Lukas Jutkiewicz,Burnley,Swansea City,2015-02-28,Burnley,Substitution_On,90
Tom Carroll,Burnley,Swansea City,2015-02-28,Swansea City,Substitution_Off,61
Bafétimbi Gomis,Burnley,Swansea City,2015-02-28,Swansea City,Substitution_Off,90
Wayne Routledge,Burnley,Swansea City,2015-02-28,Swansea City,Substitution_Off,90
Jordi Amat,Burnley,Swansea City,2015-02-28,Swansea City,Substitution_On,90
Nélson Oliveira,Burnley,Swansea City,2015-02-28,Swansea City,Substitution_On,90
Jefferson Montero,Burnley,Swansea City,2015-02-28,Swansea City,Substitution_On,61
Antonio Valencia,Manchester United,Sunderland,2015-02-28,Manchester United,Yellow_Card,45
Ángel di María,Manchester United,Sunderland,2015-02-28,Manchester United,Substitution_Off,45
Wayne Rooney,Manchester United,Sunderland,2015-02-28,Manchester United,Goal,66
Wayne Rooney,Manchester United,Sunderland,2015-02-28,Manchester United,Goal,84
Wayne Rooney,Manchester United,Sunderland,2015-02-28,Manchester United,Substitution_Off,86
Falcao,Manchester United,Sunderland,2015-02-28,Manchester United,Substitution_Off,68
Juan Mata,Manchester United,Sunderland,2015-02-28,Manchester United,Substitution_On,86
Adnan Januzaj,Manchester United,Sunderland,2015-02-28,Manchester United,Substitution_On,45
Marouane Fellaini,Manchester United,Sunderland,2015-02-28,Manchester United,Substitution_On,68
Wes Brown,Manchester United,Sunderland,2015-02-28,Sunderland,Red_Card,65
Patrick van Aanholt,Manchester United,Sunderland,2015-02-28,Sunderland,Yellow_Card,79
Adam Johnson,Manchester United,Sunderland,2015-02-28,Sunderland,Substitution_Off,81
Connor Wickham,Manchester United,Sunderland,2015-02-28,Sunderland,Substitution_Off,67
Jermain Defoe,Manchester United,Sunderland,2015-02-28,Sunderland,Substitution_Off,67
Steven Fletcher,Manchester United,Sunderland,2015-02-28,Sunderland,Substitution_On,81
Danny Graham,Manchester United,Sunderland,2015-02-28,Sunderland,Substitution_On,67
Santiago Vergini,Manchester United,Sunderland,2015-02-28,Sunderland,Substitution_On,67
Mike Williamson,Newcastle United,Aston Villa,2015-02-28,Newcastle United,Yellow_Card,53
Massadio Haidara,Newcastle United,Aston Villa,2015-02-28,Newcastle United,Substitution_Off,61
Gabriel Obertan,Newcastle United,Aston Villa,2015-02-28,Newcastle United,Substitution_Off,78
Papiss Cisse,Newcastle United,Aston Villa,2015-02-28,Newcastle United,Goal,37
Emmanuel Riviere,Newcastle United,Aston Villa,2015-02-28,Newcastle United,Substitution_Off,73
Ryan Taylor,Newcastle United,Aston Villa,2015-02-28,Newcastle United,Substitution_On,61
Yoan Gouffran,Newcastle United,Aston Villa,2015-02-28,Newcastle United,Substitution_On,78
Ayoze Pérez,Newcastle United,Aston Villa,2015-02-28,Newcastle United,Substitution_On,73
Alan Hutton,Newcastle United,Aston Villa,2015-02-28,Aston Villa,Yellow_Card,26
Ciaran Clark,Newcastle United,Aston Villa,2015-02-28,Aston Villa,Yellow_Card,83
Matthew Lowton,Newcastle United,Aston Villa,2015-02-28,Aston Villa,Substitution_Off,82
Matthew Lowton,Newcastle United,Aston Villa,2015-02-28,Aston Villa,Yellow_Card,45
Tom Cleverley,Newcastle United,Aston Villa,2015-02-28,Aston Villa,Yellow_Card,90
Gabriel Agbonlahor,Newcastle United,Aston Villa,2015-02-28,Aston Villa,Substitution_Off,73
Gabriel Agbonlahor,Newcastle United,Aston Villa,2015-02-28,Aston Villa,Yellow_Card,63
Scott Sinclair,Newcastle United,Aston Villa,2015-02-28,Aston Villa,Substitution_Off,66
Leandro Bacuna,Newcastle United,Aston Villa,2015-02-28,Aston Villa,Substitution_On,82
Andreas Weimann,Newcastle United,Aston Villa,2015-02-28,Aston Villa,Substitution_On,73
Charles N'Zogbia,Newcastle United,Aston Villa,2015-02-28,Aston Villa,Substitution_On,66
Erik Pieters,Stoke City,Hull City,2015-02-28,Stoke City,Yellow_Card,28
Stephen Ireland,Stoke City,Hull City,2015-02-28,Stoke City,Substitution_Off,45
Victor Moses,Stoke City,Hull City,2015-02-28,Stoke City,Yellow_Card,43
Mame Biram Diouf,Stoke City,Hull City,2015-02-28,Stoke City,Substitution_Off,70
Charlie Adam,Stoke City,Hull City,2015-02-28,Stoke City,Substitution_On,45
Peter Crouch,Stoke City,Hull City,2015-02-28,Stoke City,Goal,71
Peter Crouch,Stoke City,Hull City,2015-02-28,Stoke City,Substitution_On,70
Michael Dawson,Stoke City,Hull City,2015-02-28,Hull City,Yellow_Card,77
David Meyler,Stoke City,Hull City,2015-02-28,Hull City,Substitution_Off,62
David Meyler,Stoke City,Hull City,2015-02-28,Hull City,Yellow_Card,52
Maynor Figueroa,Stoke City,Hull City,2015-02-28,Hull City,Substitution_Off,78
Sone Aluko,Stoke City,Hull City,2015-02-28,Hull City,Substitution_Off,56
Abel Hernandez,Stoke City,Hull City,2015-02-28,Hull City,Substitution_On,78
Dame N'Doye,Stoke City,Hull City,2015-02-28,Hull City,Substitution_On,56
Stephen Quinn,Stoke City,Hull City,2015-02-28,Hull City,Substitution_On,62
Ben Foster,West Bromwich Albion,Southampton,2015-02-28,West Bromwich Albion,Yellow_Card,62
James Morrison,West Bromwich Albion,Southampton,2015-02-28,West Bromwich Albion,Substitution_Off,72
Brown Ideye,West Bromwich Albion,Southampton,2015-02-28,West Bromwich Albion,Substitution_Off,88
Saido Berahino,West Bromwich Albion,Southampton,2015-02-28,West Bromwich Albion,Goal,2
Saido Berahino,West Bromwich Albion,Southampton,2015-02-28,West Bromwich Albion,Substitution_Off,56
Chris Baird,West Bromwich Albion,Southampton,2015-02-28,West Bromwich Albion,Substitution_On,88
Youssouf Mulumbu,West Bromwich Albion,Southampton,2015-02-28,West Bromwich Albion,Substitution_On,56
Stéphane Sessegnon,West Bromwich Albion,Southampton,2015-02-28,West Bromwich Albion,Yellow_Card,82
Stéphane Sessegnon,West Bromwich Albion,Southampton,2015-02-28,West Bromwich Albion,Substitution_On,72
Florin Gardos,West Bromwich Albion,Southampton,2015-02-28,Southampton,Substitution_Off,25
Victor Wanyama,West Bromwich Albion,Southampton,2015-02-28,Southampton,Substitution_Off,45
Victor Wanyama,West Bromwich Albion,Southampton,2015-02-28,Southampton,Yellow_Card,29
Dusan Tadic,West Bromwich Albion,Southampton,2015-02-28,Southampton,Substitution_Off,74
Shane Long,West Bromwich Albion,Southampton,2015-02-28,Southampton,Substitution_On,74
Steven Davis,West Bromwich Albion,Southampton,2015-02-28,Southampton,Substitution_On,45
Eljero Elia,West Bromwich Albion,Southampton,2015-02-28,Southampton,Substitution_On,25
Danny Rose,Tottenham Hotspur,West Ham United,2015-02-22,Tottenham Hotspur,Goal,81
Ryan Mason,Tottenham Hotspur,West Ham United,2015-02-22,Tottenham Hotspur,Substitution_Off,80
Andros Townsend,Tottenham Hotspur,West Ham United,2015-02-22,Tottenham Hotspur,Substitution_Off,60
Mousa Dembélé,Tottenham Hotspur,West Ham United,2015-02-22,Tottenham Hotspur,Substitution_Off,45
Harry Kane,Tottenham Hotspur,West Ham United,2015-02-22,Tottenham Hotspur,Goal,90
Harry Kane,Tottenham Hotspur,West Ham United,2015-02-22,Tottenham Hotspur,Missed_Penalty,90
Roberto Soldado,Tottenham Hotspur,West Ham United,2015-02-22,Tottenham Hotspur,Substitution_On,60
Nacer Chadli,Tottenham Hotspur,West Ham United,2015-02-22,Tottenham Hotspur,Substitution_On,80
Christian Eriksen,Tottenham Hotspur,West Ham United,2015-02-22,Tottenham Hotspur,Substitution_On,45
Aaron Cresswell,Tottenham Hotspur,West Ham United,2015-02-22,West Ham United,Yellow_Card,51
Mark Noble,Tottenham Hotspur,West Ham United,2015-02-22,West Ham United,Substitution_Off,68
Mark Noble,Tottenham Hotspur,West Ham United,2015-02-22,West Ham United,Yellow_Card,45
Cheikhou Kouyaté,Tottenham Hotspur,West Ham United,2015-02-22,West Ham United,Goal,22
Diafra Sakho,Tottenham Hotspur,West Ham United,2015-02-22,West Ham United,Goal,62
Enner Valencia,Tottenham Hotspur,West Ham United,2015-02-22,West Ham United,Substitution_Off,75
Matthew Jarvis,Tottenham Hotspur,West Ham United,2015-02-22,West Ham United,Substitution_On,75
James Collins,Tottenham Hotspur,West Ham United,2015-02-22,West Ham United,Substitution_On,87
Carlton Cole,Tottenham Hotspur,West Ham United,2015-02-22,West Ham United,Substitution_Off,87
Carlton Cole,Tottenham Hotspur,West Ham United,2015-02-22,West Ham United,Substitution_On,68
Muhamed Besic,Everton,Leicester City,2015-02-22,Everton,Substitution_Off,55
Ross Barkley,Everton,Leicester City,2015-02-22,Everton,Substitution_Off,55
Steven Naismith,Everton,Leicester City,2015-02-22,Everton,Goal,57
Steven Naismith,Everton,Leicester City,2015-02-22,Everton,Substitution_Off,85
Darron Gibson,Everton,Leicester City,2015-02-22,Everton,Substitution_On,55
Kevin Mirallas,Everton,Leicester City,2015-02-22,Everton,Substitution_On,85
Christian Atsu,Everton,Leicester City,2015-02-22,Everton,Substitution_On,55
Wes Morgan,Everton,Leicester City,2015-02-22,Leicester City,Yellow_Card,25
Matthew Upson,Everton,Leicester City,2015-02-22,Leicester City,Own_Goal,88
Riyad Mahrez,Everton,Leicester City,2015-02-22,Leicester City,Substitution_Off,62
Esteban Cambiasso,Everton,Leicester City,2015-02-22,Leicester City,Goal,70
Esteban Cambiasso,Everton,Leicester City,2015-02-22,Leicester City,Substitution_Off,87
Jeffrey Schlupp,Everton,Leicester City,2015-02-22,Leicester City,Substitution_Off,62
Jamie Vardy,Everton,Leicester City,2015-02-22,Leicester City,Substitution_On,62
Andy King,Everton,Leicester City,2015-02-22,Leicester City,Substitution_On,87
David Nugent,Everton,Leicester City,2015-02-22,Leicester City,Goal,63
David Nugent,Everton,Leicester City,2015-02-22,Leicester City,Substitution_On,62
James Ward-Prowse,Southampton,Liverpool,2015-02-22,Southampton,Substitution_Off,57
Victor Wanyama,Southampton,Liverpool,2015-02-22,Southampton,Yellow_Card,63
Steven Davis,Southampton,Liverpool,2015-02-22,Southampton,Substitution_Off,45
Filip Djuricic,Southampton,Liverpool,2015-02-22,Southampton,Substitution_Off,75
Eljero Elia,Southampton,Liverpool,2015-02-22,Southampton,Yellow_Card,90
Morgan Schneiderlin,Southampton,Liverpool,2015-02-22,Southampton,Substitution_On,45
Sadio Mané,Southampton,Liverpool,2015-02-22,Southampton,Substitution_On,57
Dusan Tadic,Southampton,Liverpool,2015-02-22,Southampton,Substitution_On,75
Dejan Lovren,Southampton,Liverpool,2015-02-22,Liverpool,Yellow_Card,43
Jordon Ibe,Southampton,Liverpool,2015-02-22,Liverpool,Substitution_Off,75
Jordan Henderson,Southampton,Liverpool,2015-02-22,Liverpool,Yellow_Card,84
Lazar Markovic,Southampton,Liverpool,2015-02-22,Liverpool,Substitution_Off,45
Adam Lallana,Southampton,Liverpool,2015-02-22,Liverpool,Substitution_Off,62
Philippe Coutinho,Southampton,Liverpool,2015-02-22,Liverpool,Goal,3
Raheem Sterling,Southampton,Liverpool,2015-02-22,Liverpool,Goal,73
Glen Johnson,Southampton,Liverpool,2015-02-22,Liverpool,Substitution_On,75
Daniel Sturridge,Southampton,Liverpool,2015-02-22,Liverpool,Substitution_On,62
Alberto Moreno,Southampton,Liverpool,2015-02-22,Liverpool,Yellow_Card,78
Alberto Moreno,Southampton,Liverpool,2015-02-22,Liverpool,Substitution_On,45
Ron Vlaar,Aston Villa,Stoke City,2015-02-21,Aston Villa,Yellow_Card,90
Ron Vlaar,Aston Villa,Stoke City,2015-02-21,Aston Villa,Red_Card,90
Kieran  Richardson,Aston Villa,Stoke City,2015-02-21,Aston Villa,Substitution_Off,42
Carles Gil,Aston Villa,Stoke City,2015-02-21,Aston Villa,Substitution_Off,58
Carlos Sánchez,Aston Villa,Stoke City,2015-02-21,Aston Villa,Yellow_Card,59
Scott Sinclair,Aston Villa,Stoke City,2015-02-21,Aston Villa,Goal,20
Andreas Weimann,Aston Villa,Stoke City,2015-02-21,Aston Villa,Substitution_On,58
Aly Cissokho,Aston Villa,Stoke City,2015-02-21,Aston Villa,Substitution_On,42
Philipp Wollscheid,Aston Villa,Stoke City,2015-02-21,Stoke City,Yellow_Card,35
Erik Pieters,Aston Villa,Stoke City,2015-02-21,Stoke City,Substitution_Off,86
Stephen Ireland,Aston Villa,Stoke City,2015-02-21,Stoke City,Substitution_Off,86
Glenn Whelan,Aston Villa,Stoke City,2015-02-21,Stoke City,Yellow_Card,63
Mame Biram Diouf,Aston Villa,Stoke City,2015-02-21,Stoke City,Goal,45
Jon Walters,Aston Villa,Stoke City,2015-02-21,Stoke City,Yellow_Card,90
Victor Moses,Aston Villa,Stoke City,2015-02-21,Stoke City,Goal,90
Steve Sidwell,Aston Villa,Stoke City,2015-02-21,Stoke City,Substitution_On,86
Dionatan Teixeira,Aston Villa,Stoke City,2015-02-21,Stoke City,Substitution_On,86
Branislav Ivanovic,Chelsea,Burnley,2015-02-21,Chelsea,Goal,14
Branislav Ivanovic,Chelsea,Burnley,2015-02-21,Chelsea,Yellow_Card,71
Filipe Luis,Chelsea,Burnley,2015-02-21,Chelsea,Substitution_Off,86
Nemanja Matic,Chelsea,Burnley,2015-02-21,Chelsea,Red_Card,70
Juan Cuadrado,Chelsea,Burnley,2015-02-21,Chelsea,Substitution_Off,63
Oscar,Chelsea,Burnley,2015-02-21,Chelsea,Substitution_Off,72
Ramires,Chelsea,Burnley,2015-02-21,Chelsea,Substitution_On,72
Didier Drogba,Chelsea,Burnley,2015-02-21,Chelsea,Substitution_On,86
Willian,Chelsea,Burnley,2015-02-21,Chelsea,Substitution_On,63
Ben Mee,Chelsea,Burnley,2015-02-21,Burnley,Goal,81
George Boyd,Chelsea,Burnley,2015-02-21,Burnley,Yellow_Card,41
Michael Kightly,Chelsea,Burnley,2015-02-21,Burnley,Substitution_Off,79
Michael Kightly,Chelsea,Burnley,2015-02-21,Burnley,Yellow_Card,62
Sam Vokes,Chelsea,Burnley,2015-02-21,Burnley,Substitution_On,79
Joe Ledley,Crystal Palace,Arsenal,2015-02-21,Crystal Palace,Substitution_Off,80
Jordon Mutch,Crystal Palace,Arsenal,2015-02-21,Crystal Palace,Yellow_Card,19
Dwight Gayle,Crystal Palace,Arsenal,2015-02-21,Crystal Palace,Substitution_Off,79
